Both Fits,Water + Fits,All 4,true_label
0.904533,0.9637311,0.84438455,1.0
0.90167314,0.9616601,0.84054506,0.0
0.9019631,0.96177256,0.84086573,0.0
0.9030113,0.9624518,0.8420358,0.0
0.9025157,0.962294,0.84083825,0.0
0.90463656,0.96361846,0.8434204,1.0
0.9041726,0.9630715,0.8432251,1.0
0.9038952,0.962896,0.8426285,0.0
0.9029282,0.96238196,0.8416897,0.0
0.9020764,0.96189296,0.8408033,0.0
0.90231085,0.96199924,0.84104586,0.0
0.9024215,0.9620501,0.84090173,0.0
0.90494806,0.96359015,0.8434374,1.0
0.9042531,0.9631405,0.8431126,1.0
0.9048834,0.96361923,0.84368515,1.0
0.9037193,0.9627361,0.8421799,0.0
0.90321815,0.9624611,0.84207106,0.0
0.90249425,0.9622033,0.8412123,0.0
0.9032265,0.9624836,0.84199655,0.0
0.90237254,0.9621215,0.8412973,0.0
0.9033947,0.9625648,0.8421899,0.0
0.90291184,0.96229947,0.84142876,0.0
0.9046009,0.9635013,0.84315795,1.0
0.9046423,0.96337926,0.8433936,1.0
0.90282804,0.9623214,0.8415459,0.0
0.90264475,0.9622083,0.8410141,0.0
0.90458524,0.9633465,0.8434931,1.0
0.90324867,0.96254504,0.84203863,0.0
0.9045137,0.96344614,0.8434118,1.0
0.9046712,0.96408975,0.8442928,1.0
0.9023422,0.9621461,0.84178007,0.0
0.90264815,0.9621793,0.841385,0.0
0.9021807,0.9618474,0.84095323,0.0
0.90285337,0.9622035,0.84095305,0.0
0.90407056,0.9630866,0.8427776,1.0
0.90345395,0.96273005,0.8420806,0.0
0.9046653,0.9633217,0.84330714,1.0
0.9046545,0.9633155,0.84317094,1.0
0.9024784,0.9623381,0.8410162,0.0
0.903392,0.962434,0.8415636,0.0
0.9029091,0.96247613,0.84133446,0.0
0.9038243,0.9631087,0.8432048,1.0
0.90437573,0.96325433,0.8432085,1.0
0.903492,0.9629534,0.84274733,1.0
0.90473473,0.96357834,0.84339607,1.0
0.90194464,0.961816,0.84063375,0.0
0.904617,0.9632266,0.84307164,1.0
0.90140086,0.96163493,0.8405112,0.0
0.9039019,0.96276045,0.84238213,1.0
0.903021,0.96249425,0.84185684,0.0
0.9021735,0.96192205,0.84117156,0.0
0.9023954,0.9621557,0.8415324,0.0
0.9020578,0.9619659,0.8407564,0.0
0.9030975,0.96241206,0.8416861,0.0
0.9026122,0.96210086,0.8414284,0.0
0.9034866,0.96292114,0.8426471,0.0
0.90425795,0.9632045,0.84312046,0.0
0.9028958,0.9621663,0.84154415,0.0
0.9031485,0.96237487,0.8419412,0.0
0.90481836,0.964028,0.84477806,1.0
0.90259105,0.9622172,0.8414532,0.0
0.90459174,0.9634587,0.84341604,1.0
0.90467584,0.9634867,0.84364617,1.0
0.9034108,0.96252584,0.84191227,0.0
0.9029083,0.9624535,0.8415922,0.0
0.90174073,0.9617133,0.84058106,0.0
0.9043962,0.9632257,0.84295523,1.0
0.90192384,0.96186316,0.84045744,0.0
0.90477943,0.9636458,0.8434113,1.0
0.9035652,0.9629505,0.84288824,1.0
0.9039909,0.96293366,0.8426262,1.0
0.9035403,0.9627496,0.84249675,0.0
0.9042166,0.9633335,0.8427706,1.0
0.9043816,0.96327686,0.8433391,1.0
0.9034646,0.9627018,0.8422329,0.0
0.90492475,0.96376544,0.8432444,1.0
0.90297925,0.9623539,0.8415661,0.0
0.9024495,0.9620959,0.84136647,0.0
0.9033701,0.9626683,0.8422187,0.0
0.90246695,0.9623157,0.84141886,0.0
0.9022435,0.96204853,0.8409643,0.0
0.9035524,0.9626767,0.8421836,0.0
0.9041282,0.9629364,0.8425112,0.0
0.9029956,0.9623192,0.84171563,0.0
0.9027238,0.9621922,0.8413598,0.0
0.9038253,0.96286666,0.8425644,0.0
0.9036771,0.96284467,0.84247655,0.0
0.90448797,0.9634019,0.8434413,1.0
0.9041194,0.96293956,0.84263134,0.0
0.90458715,0.9634411,0.8434412,1.0
0.9030507,0.96252996,0.8419302,0.0
0.901528,0.9616545,0.84052575,0.0
0.90278757,0.9622199,0.8418291,0.0
0.9026292,0.96227586,0.84124535,0.0
0.90207356,0.96183777,0.84085065,0.0
0.9030732,0.96250266,0.8419911,0.0
0.9047124,0.9632923,0.843725,1.0
0.9019144,0.9617462,0.8406404,0.0
0.9044528,0.9632436,0.8433202,1.0
0.90464485,0.9636551,0.8436473,1.0
0.9019407,0.9616543,0.84040767,0.0
0.9020712,0.96190244,0.8405013,0.0
0.9027308,0.96216935,0.8409279,0.0
0.90394986,0.9628954,0.84302557,1.0
0.9017476,0.9616804,0.8405895,0.0
0.9023596,0.9619743,0.8412634,0.0
0.9021017,0.96201515,0.8406545,0.0
0.9030687,0.9625004,0.84163606,0.0
0.90267545,0.9623462,0.8414796,0.0
0.90367043,0.962638,0.8421882,0.0
0.9028636,0.96253633,0.84215754,0.0
0.9021343,0.9619932,0.8413706,0.0
0.9047998,0.9638054,0.8443654,1.0
0.90429103,0.9632789,0.842724,1.0
0.90350133,0.9627015,0.8424948,0.0
0.90400296,0.9630014,0.8426426,0.0
0.9045757,0.96342164,0.8432878,1.0
0.9028953,0.96261346,0.8420998,1.0
0.90476865,0.9633125,0.84333766,1.0
0.9032013,0.9626297,0.8421639,0.0
0.9048939,0.9635313,0.8434442,1.0
0.9043579,0.963463,0.8439606,1.0
0.90458906,0.9633802,0.84321433,1.0
0.90337867,0.9625818,0.8421162,0.0
0.9024256,0.9620136,0.84098756,0.0
0.9038948,0.96291673,0.8422319,0.0
0.9050304,0.9635291,0.84317505,1.0
0.9030255,0.9625211,0.8414181,0.0
0.90346116,0.9625535,0.84181654,0.0
0.903849,0.9629795,0.84291923,0.0
0.9020554,0.96191597,0.8407922,0.0
0.9048028,0.9635838,0.843593,1.0
0.9048311,0.9636464,0.8440232,1.0
0.90437937,0.9633662,0.84290236,1.0
0.90236634,0.9619848,0.8410946,0.0
0.903257,0.9626681,0.8417611,0.0
0.90207815,0.96201086,0.8408734,0.0
0.9024323,0.962169,0.8412631,0.0
0.9037924,0.9627331,0.8425875,0.0
0.9016679,0.96171504,0.8405615,0.0
0.903911,0.9630238,0.8428221,0.0
0.9043876,0.9632527,0.8428687,1.0
0.90323675,0.96248055,0.84169614,0.0
0.90254194,0.9622399,0.8413847,0.0
0.9024583,0.9621539,0.84142363,0.0
0.9045973,0.96335256,0.8431673,1.0
0.90309143,0.9623352,0.8414507,0.0
0.9021158,0.96190584,0.84125555,0.0
0.9022764,0.96185195,0.84088784,0.0
0.90364015,0.9626875,0.84216416,0.0
0.9030482,0.9623922,0.84162587,0.0
0.90426195,0.96316326,0.8429519,0.0
0.90381956,0.96286315,0.8423292,0.0
0.90331346,0.96271056,0.8418948,0.0
0.90469235,0.9638723,0.84346944,1.0
0.90450335,0.96328515,0.8430708,1.0
0.90399826,0.96293813,0.84259856,0.0
0.90251255,0.9621045,0.84113276,0.0
0.9047991,0.9635844,0.8434447,1.0
0.90462255,0.96340257,0.84289753,1.0
0.9048001,0.9638972,0.84397316,1.0
0.90180236,0.9616294,0.8405708,0.0
0.9023722,0.9620514,0.84118587,0.0
0.90342075,0.9626726,0.84221345,0.0
0.902579,0.96193254,0.8408902,0.0
0.90371877,0.96290004,0.84260815,0.0
0.9049962,0.9643036,0.8447792,1.0
0.9027915,0.9623724,0.8417161,0.0
0.90224427,0.96202374,0.8410387,0.0
0.90398705,0.9629181,0.84268063,0.0
0.9030431,0.9624112,0.841571,0.0
0.90405816,0.9630588,0.8428909,0.0
0.90300655,0.9623186,0.8416851,0.0
0.90430117,0.96337855,0.8435133,1.0
0.9028468,0.9624941,0.84162885,0.0
0.90333956,0.9626028,0.8420389,0.0
0.90476835,0.9635545,0.84329474,0.0
0.90186757,0.9616059,0.8406658,0.0
0.9019331,0.961788,0.84026784,0.0
0.9034465,0.9627353,0.8424015,0.0
0.9017371,0.96164215,0.84087574,0.0
0.9018815,0.96178454,0.8410791,0.0
0.9041233,0.96302176,0.84281445,0.0
0.903333,0.9626005,0.8419736,0.0
0.90318394,0.9624351,0.84196854,0.0
0.90218294,0.9619543,0.8409632,0.0
0.9017464,0.9615566,0.84043807,0.0
0.9020177,0.9620426,0.84105426,0.0
0.9023326,0.962047,0.84091055,0.0
0.90409124,0.96274805,0.84232205,1.0
0.90426254,0.96313775,0.84303397,0.0
0.902043,0.9618257,0.8406043,0.0
0.9023573,0.96193486,0.8408534,0.0
0.9024971,0.962104,0.84109783,0.0
0.902909,0.96238697,0.84139204,0.0
0.9018744,0.96167314,0.8407586,0.0
0.90241873,0.9621226,0.8415737,0.0
0.9035743,0.9627506,0.84232044,0.0
0.9044485,0.9636053,0.84354913,1.0
0.90453976,0.9632584,0.8430459,1.0
0.9045161,0.9636229,0.84371006,1.0
0.9041902,0.96310014,0.84292924,1.0
0.9035007,0.9627336,0.84228384,0.0
0.90345746,0.96266097,0.8421318,0.0
0.9018776,0.96172917,0.8408619,0.0
0.901917,0.96176624,0.8406277,0.0
0.90444976,0.9632621,0.84309685,1.0
0.9034873,0.9627059,0.8421141,0.0
0.9018833,0.9617567,0.84031904,0.0
0.90272605,0.9622078,0.8411288,0.0
0.90471345,0.963281,0.84296066,1.0
0.9034187,0.96258134,0.84222585,0.0
0.90296125,0.96226513,0.84160346,0.0
0.9031538,0.9623829,0.8418025,0.0
0.90209836,0.96168536,0.8407133,0.0
0.9018978,0.9616699,0.84080637,0.0
0.902166,0.9620122,0.841468,0.0
0.90445346,0.96313685,0.8430417,1.0
0.9044069,0.96322984,0.8427774,1.0
0.9017463,0.96168315,0.840631,0.0
0.9037727,0.96326303,0.84244287,1.0
0.902057,0.96177137,0.840744,0.0
0.9016317,0.96164244,0.84076023,0.0
0.90173733,0.961672,0.8410652,0.0
0.90232706,0.96197283,0.8407866,0.0
0.90200156,0.9618761,0.8410233,0.0
0.90403765,0.9627029,0.8423436,1.0
0.903409,0.9625201,0.84217894,0.0
0.9022032,0.9618772,0.84095657,0.0
0.90413874,0.96304643,0.8429248,1.0
0.9040898,0.96302474,0.8427253,0.0
0.9018856,0.9618843,0.84078044,0.0
0.9032122,0.96246415,0.84159553,0.0
0.9022788,0.9618918,0.8409607,0.0
0.9024283,0.9620937,0.8412388,0.0
0.9025318,0.9621655,0.8412484,0.0
0.9048395,0.9637458,0.8434137,1.0
0.9042484,0.9631044,0.8427607,0.0
0.9026489,0.9623338,0.84160745,0.0
0.9022211,0.96186745,0.84042895,0.0
0.9030771,0.9624521,0.8420669,0.0
0.90305537,0.9626319,0.8418064,0.0
0.90347445,0.96266824,0.84240437,0.0
0.9023372,0.96196526,0.840696,0.0
0.90416825,0.9631632,0.84321415,1.0
0.9028977,0.9623702,0.84171104,0.0
0.9030386,0.96249115,0.8414253,0.0
0.904528,0.9633767,0.8431443,1.0
0.90473473,0.96367854,0.8433422,1.0
0.9043282,0.9630705,0.8429035,1.0
0.9032319,0.9625824,0.84168017,0.0
0.90217906,0.9619808,0.84090775,0.0
0.9023113,0.9619546,0.8408556,0.0
0.90432703,0.9630491,0.8424387,1.0
0.90474826,0.9634215,0.8430848,0.0
0.9039442,0.9628824,0.84284323,0.0
0.90272504,0.962275,0.84137565,0.0
0.9051732,0.9640891,0.84486973,1.0
0.9026103,0.9622408,0.84206593,0.0
0.9046984,0.96352494,0.8432782,1.0
0.90442294,0.9636555,0.8437568,1.0
0.90468585,0.96323127,0.84281933,1.0
0.9023331,0.9621375,0.84047633,0.0
0.904246,0.96322566,0.84292614,0.0
0.90360105,0.9629399,0.84230965,0.0
0.9043433,0.9633752,0.84330004,1.0
0.9042697,0.9630521,0.8429469,0.0
0.9040438,0.96291864,0.8424503,0.0
0.90223914,0.96197814,0.8409483,0.0
0.90319157,0.9627899,0.8422718,1.0
0.903365,0.9625471,0.8422471,0.0
0.9045929,0.96372986,0.8438859,1.0
0.9034747,0.96258533,0.8419201,0.0
0.9036318,0.96272147,0.84249085,0.0
0.90426123,0.9631852,0.84375507,1.0
0.9042131,0.96312124,0.84305525,0.0
0.90497905,0.9640185,0.8436907,1.0
0.9043163,0.9631728,0.84311837,1.0
0.9024393,0.96195114,0.8412919,0.0
0.9046196,0.96352184,0.84380853,1.0
0.9035078,0.9627589,0.84228146,0.0
0.90299046,0.9625722,0.8415617,0.0
0.90365267,0.96271974,0.8421537,0.0
0.90216655,0.96198905,0.8410198,0.0
0.9022722,0.9620374,0.8411581,0.0
0.9045995,0.9632391,0.84326935,1.0
0.90460885,0.9635668,0.8432808,1.0
0.90509415,0.96377707,0.8432358,1.0
0.9016932,0.9617087,0.8404684,0.0
0.9026408,0.9621464,0.84154207,0.0
0.9043667,0.9630017,0.8432204,1.0
0.90446806,0.96304035,0.84294605,1.0
0.90294564,0.96233827,0.8415491,0.0
0.9044946,0.96372664,0.8436457,1.0
0.9046413,0.9637521,0.84335536,1.0
0.9023315,0.9619498,0.84082204,0.0
0.9019173,0.96175086,0.8402842,0.0
0.90355474,0.9627983,0.8423753,0.0
0.9021734,0.96199226,0.8411492,0.0
0.9022091,0.96198595,0.84125614,0.0
0.9037345,0.9628121,0.84240836,0.0
0.90303886,0.96228886,0.8415411,0.0
0.9039887,0.962959,0.8426679,0.0
0.90203524,0.9618974,0.8411013,0.0
0.9038212,0.96277606,0.84228164,0.0
0.904352,0.96322316,0.8431641,0.0
0.904476,0.96337354,0.8437087,1.0
0.9038235,0.96277314,0.8422694,1.0
0.9022759,0.96208465,0.8411859,0.0
0.90454453,0.9635232,0.8442103,1.0
0.9015584,0.9616106,0.8402982,0.0
0.9026909,0.9622426,0.84137917,0.0
0.9025629,0.9623086,0.8415205,0.0
0.9034991,0.9627813,0.8427299,0.0
0.9042088,0.96335983,0.8429972,1.0
0.9026844,0.9623302,0.8412436,0.0
0.902499,0.9623238,0.84138346,0.0
0.9031084,0.9625896,0.84221727,0.0
0.9041384,0.9632522,0.84355175,1.0
0.9045073,0.9634315,0.8432571,1.0
0.9036113,0.96277475,0.84202164,0.0
0.9023547,0.9620942,0.8409584,0.0
0.9026867,0.9622715,0.8415276,0.0
0.9030099,0.962375,0.84166324,0.0
0.9021428,0.96191627,0.8407733,0.0
0.9043377,0.96315384,0.8427728,0.0
0.90463495,0.96343833,0.8434251,1.0
0.904678,0.9640193,0.8445314,1.0
0.90178967,0.961695,0.84074944,0.0
0.9035656,0.9626545,0.8421019,1.0
0.903793,0.96279526,0.8424182,0.0
0.9037121,0.9629493,0.8424269,0.0
0.90242493,0.96210545,0.8412242,0.0
0.903139,0.9623028,0.84185314,0.0
0.90443057,0.9634775,0.8429138,1.0
0.9032917,0.96255016,0.8421025,0.0
0.9045026,0.9636324,0.84433955,1.0
0.90278876,0.96224576,0.8409012,0.0
0.90381145,0.9627716,0.84225017,0.0
0.9026119,0.9621642,0.8416947,0.0
0.90438044,0.96374494,0.84396994,1.0
0.90408534,0.96294725,0.842693,0.0
0.90240115,0.9622399,0.84147626,0.0
0.90515816,0.9639803,0.8441985,1.0
0.902034,0.9618322,0.84082013,0.0
0.90389985,0.9628726,0.84257877,0.0
0.9030709,0.9626492,0.8425499,0.0
0.90245295,0.9619045,0.8411034,0.0
0.90238285,0.9620342,0.84121007,0.0
0.901964,0.9617201,0.8405684,0.0
0.90238494,0.96209985,0.8414383,0.0
0.90490407,0.9638502,0.84327585,1.0
0.9047395,0.9635599,0.84304,1.0
0.90435517,0.9631525,0.84289706,1.0
0.90417415,0.96324617,0.84309876,1.0
0.90277064,0.9621714,0.8413905,0.0
0.90241796,0.96202976,0.841107,0.0
0.90296525,0.9624548,0.8421586,0.0
0.9027603,0.96228516,0.84144,0.0
0.9042147,0.96320534,0.8428632,1.0
0.90240496,0.962006,0.84120643,0.0
0.9035455,0.9628049,0.84244376,0.0
0.90455854,0.9636344,0.84329385,1.0
0.9039062,0.9629055,0.84252775,0.0
0.90457314,0.9631959,0.8431708,1.0
0.9044091,0.963483,0.8435621,1.0
0.9040429,0.9629256,0.8425911,0.0
0.90209454,0.9619931,0.84089005,0.0
0.9022721,0.96200293,0.8410057,0.0
0.902428,0.9620527,0.84126747,0.0
0.9045558,0.9631876,0.8431862,1.0
0.90481395,0.9635191,0.8437088,1.0
0.9045569,0.96324265,0.84314585,1.0
0.9036986,0.9630025,0.8424119,0.0
0.90316707,0.96251965,0.84150803,0.0
0.90456474,0.9631504,0.84311694,1.0
0.90472555,0.9633166,0.8430117,1.0
0.9025227,0.962221,0.84146726,0.0
0.9038493,0.96292275,0.8426703,0.0
0.90179884,0.96163875,0.8405156,0.0
0.9046728,0.9641264,0.84521073,1.0
0.90414107,0.96299934,0.8426671,1.0
0.90174645,0.96169454,0.84045726,0.0
0.9024728,0.96214515,0.84132653,0.0
0.9029174,0.96257704,0.8419329,1.0
0.90244424,0.9620056,0.84096557,0.0
0.90211135,0.96179074,0.84072685,0.0
0.90275383,0.9623264,0.8415267,0.0
0.90362424,0.96290416,0.84262764,0.0
0.9042088,0.96328753,0.84331095,1.0
0.90200293,0.96181583,0.84090793,0.0
0.90301543,0.96242064,0.84153146,0.0
0.9035271,0.9625697,0.8420847,0.0
0.9029533,0.9625303,0.8416959,0.0
0.9022352,0.961897,0.8411479,0.0
0.9040011,0.9629024,0.8424649,1.0
0.90217656,0.9619597,0.84071124,0.0
0.903437,0.9627298,0.8420437,0.0
0.90239465,0.9621097,0.84094036,0.0
0.9018437,0.9617747,0.84086657,0.0
0.9046583,0.96371126,0.8443602,1.0
0.90212095,0.96197397,0.84137917,0.0
0.90197295,0.96193874,0.8406557,0.0
0.9021098,0.96202576,0.8410613,0.0
0.90456533,0.9634075,0.84313124,1.0
0.9029068,0.9623333,0.8413717,0.0
0.9045078,0.96342087,0.84370005,1.0
0.9016967,0.96167547,0.84055746,0.0
0.9046028,0.9632352,0.8429731,1.0
0.903907,0.9631041,0.84237754,1.0
0.9048168,0.96410084,0.8446646,0.0
0.90417385,0.9631151,0.8429491,1.0
0.9038145,0.9628127,0.8420436,0.0
0.9044074,0.9632953,0.84326696,1.0
0.90497077,0.9640133,0.84451133,1.0
0.90241516,0.96183425,0.8410176,0.0
0.90225476,0.9620344,0.8405794,0.0
0.90298253,0.9623931,0.84186155,0.0
0.90408593,0.9628388,0.84224814,0.0
0.9032237,0.9622922,0.84168255,0.0
0.90188754,0.96201754,0.8411225,0.0
0.9025954,0.96219254,0.84156,0.0
0.90346575,0.96288884,0.8424266,0.0
0.9042778,0.9631426,0.8428985,1.0
0.902503,0.9620285,0.8408205,0.0
0.9034182,0.9626241,0.8421539,0.0
0.90449584,0.96367246,0.84393084,1.0
0.90435773,0.96316546,0.8436014,1.0
0.90182287,0.9618572,0.8404751,0.0
0.90223885,0.96230423,0.8413326,0.0
0.901871,0.961703,0.8408756,0.0
0.9038289,0.96291316,0.84261763,0.0
0.9029721,0.9625556,0.841781,0.0
0.9035913,0.96259755,0.8421528,0.0
0.9030663,0.9624221,0.8419074,0.0
0.9038804,0.9629572,0.84289855,1.0
0.9028443,0.96230507,0.84153366,0.0
0.9040321,0.96300495,0.84300387,1.0
0.9043468,0.9631487,0.84306896,1.0
0.90508014,0.9640628,0.8449384,1.0
0.9043285,0.9631527,0.8429998,1.0
0.903487,0.96261597,0.84200495,0.0
0.9017668,0.9619206,0.8410058,0.0
0.9039237,0.9630165,0.84287703,0.0
0.9026424,0.96211225,0.84136486,0.0
0.902658,0.96249324,0.8414117,0.0
0.9028166,0.9622162,0.84164315,0.0
0.9036266,0.9626579,0.84225094,0.0
0.9035864,0.9627651,0.84235495,0.0
0.9019683,0.9617441,0.84051657,0.0
0.9039429,0.96304464,0.84234506,0.0
0.9018959,0.9616718,0.8408394,0.0
0.90452635,0.9632994,0.84321153,1.0
0.9015794,0.9617362,0.84035474,0.0
0.903376,0.96277606,0.8422166,0.0
0.90348977,0.96261346,0.8418379,0.0
0.90410554,0.96304816,0.8428469,0.0
0.90386915,0.96317863,0.8425525,1.0
0.9033572,0.9626252,0.8425046,0.0
0.9028393,0.9625865,0.84212124,0.0
0.90267056,0.962261,0.8414443,0.0
0.9044902,0.96360445,0.84337914,1.0
0.9020116,0.9620496,0.8407653,0.0
0.9041708,0.9630224,0.8427448,0.0
0.9047493,0.96374416,0.8434042,1.0
0.9019623,0.96183884,0.840588,0.0
0.90247,0.962076,0.8414893,0.0
0.90471137,0.9632095,0.84315526,1.0
0.9047249,0.963473,0.84346104,1.0
0.90320444,0.96297204,0.84279764,1.0
0.9034435,0.9626335,0.8422923,0.0
0.90518725,0.96383667,0.84345895,1.0
